pais;industria;valor_importado
TTO;Live Swine;0.19300000369548798
TUN;Live Swine;0.0
TUR;Live Swine;0.0989999994635582
TUV;Live Swine;0.0
TWN;Live Swine;1.0829999446868896
TZA;Live Swine;0.01600000075995922
UGA;Live Swine;0.22099998593330383
UKR;Live Swine;2.366999864578247
UMI;Live Swine;0.0
URY;Live Swine;0.06300000101327896
USA;Live Swine;575.8660278320312
UZB;Live Swine;0.21899999678134918
VAT;Live Swine;0.0
VCT;Live Swine;0.0
VEN;Live Swine;0.6420000195503235
VGB;Live Swine;0.0
VNM;Live Swine;12.555999755859375
VUT;Live Swine;0.0
WLF;Live Swine;0.0
WSM;Live Swine;0.0
YEM;Live Swine;0.0
ZAF;Live Swine;0.1889999955892563
ZMB;Live Swine;0.03999999910593033
ZWE;Live Swine;0.5740000009536743
ABW;"Luggage handbags etc.; saddlery & harness";12.66690731048584
AFG;"Luggage handbags etc.; saddlery & harness";4.846796989440918
AGO;"Luggage handbags etc.; saddlery & harness";20.48570442199707
AIA;"Luggage handbags etc.; saddlery & harness";0.07826900482177734
ALB;"Luggage handbags etc.; saddlery & harness";11.069366455078125
AND;"Luggage handbags etc.; saddlery & harness";11.124309539794922
ARE;"Luggage handbags etc.; saddlery & harness";1745.42822265625
ARG;"Luggage handbags etc.; saddlery & harness";130.44964599609375
ARM;"Luggage handbags etc.; saddlery & harness";18.471744537353516
ASM;"Luggage handbags etc.; saddlery & harness";0.00817199982702732
ATA;"Luggage handbags etc.; saddlery & harness";0.00014200000441633165
ATF;"Luggage handbags etc.; saddlery & harness";0.04332900047302246
ATG;"Luggage handbags etc.; saddlery & harness";1.7625088691711426
AUS;"Luggage handbags etc.; saddlery & harness";1755.6666259765625
AUT;"Luggage handbags etc.; saddlery & harness";694.974609375
AZE;"Luggage handbags etc.; saddlery & harness";22.234880447387695
BDI;"Luggage handbags etc.; saddlery & harness";1.5564630031585693
BEL;"Luggage handbags etc.; saddlery & harness";634.1405029296875
BEN;"Luggage handbags etc.; saddlery & harness";3.0441763401031494
BES;"Luggage handbags etc.; saddlery & harness";0.09644800424575806
BFA;"Luggage handbags etc.; saddlery & harness";6.5889506340026855
BGD;"Luggage handbags etc.; saddlery & harness";78.67835998535156
BGR;"Luggage handbags etc.; saddlery & harness";83.37268829345703
BHR;"Luggage handbags etc.; saddlery & harness";60.88533020019531
BHS;"Luggage handbags etc.; saddlery & harness";17.981990814208984
BIH;"Luggage handbags etc.; saddlery & harness";38.231407165527344
BLM;"Luggage handbags etc.; saddlery & harness";0.4409109950065613
BLR;"Luggage handbags etc.; saddlery & harness";21.85735321044922
BLZ;"Luggage handbags etc.; saddlery & harness";22.181640625
BMU;"Luggage handbags etc.; saddlery & harness";4.277149200439453
BOL;"Luggage handbags etc.; saddlery & harness";15.913776397705078
BRA;"Luggage handbags etc.; saddlery & harness";568.894775390625
BRB;"Luggage handbags etc.; saddlery & harness";3.134171962738037
BRN;"Luggage handbags etc.; saddlery & harness";11.323997497558594
BTN;"Luggage handbags etc.; saddlery & harness";1.368278980255127
BVT;"Luggage handbags etc.; saddlery & harness";0.0
BWA;"Luggage handbags etc.; saddlery & harness";8.109655380249023
CAF;"Luggage handbags etc.; saddlery & harness";0.8108850121498108
CAN;"Luggage handbags etc.; saddlery & harness";2008.8292236328125
CCK;"Luggage handbags etc.; saddlery & harness";0.0
CHE;"Luggage handbags etc.; saddlery & harness";1463.8984375
CHL;"Luggage handbags etc.; saddlery & harness";336.40582275390625
CHN;"Luggage handbags etc.; saddlery & harness";5403.97314453125
CIV;"Luggage handbags etc.; saddlery & harness";11.398344993591309
CMR;"Luggage handbags etc.; saddlery & harness";51.49079513549805
COD;"Luggage handbags etc.; saddlery & harness";6.2972564697265625
COG;"Luggage handbags etc.; saddlery & harness";14.63041877746582
COK;"Luggage handbags etc.; saddlery & harness";0.13004299998283386
COL;"Luggage handbags etc.; saddlery & harness";208.8759765625
COM;"Luggage handbags etc.; saddlery & harness";0.7055410146713257
CPV;"Luggage handbags etc.; saddlery & harness";0.5666300058364868
CRI;"Luggage handbags etc.; saddlery & harness";44.09299850463867
CUB;"Luggage handbags etc.; saddlery & harness";3.50516414642334
CUW;"Luggage handbags etc.; saddlery & harness";1.4057040214538574
CXR;"Luggage handbags etc.; saddlery & harness";0.01534199994057417
CYM;"Luggage handbags etc.; saddlery & harness";2.6125659942626953
CYP;"Luggage handbags etc.; saddlery & harness";33.75445556640625
CZE;"Luggage handbags etc.; saddlery & harness";496.50994873046875
DEU;"Luggage handbags etc.; saddlery & harness";4481.62109375
DJI;"Luggage handbags etc.; saddlery & harness";28.83782958984375
DMA;"Luggage handbags etc.; saddlery & harness";0.7784900665283203
DNK;"Luggage handbags etc.; saddlery & harness";416.2429504394531
DOM;"Luggage handbags etc.; saddlery & harness";56.462059020996094
DZA;"Luggage handbags etc.; saddlery & harness";53.7826042175293
ECU;"Luggage handbags etc.; saddlery & harness";44.479034423828125
EGY;"Luggage handbags etc.; saddlery & harness";49.128047943115234
ERI;"Luggage handbags etc.; saddlery & harness";0.05147400125861168
ESH;"Luggage handbags etc.; saddlery & harness";0.0
ESP;"Luggage handbags etc.; saddlery & harness";2000.97314453125
EST;"Luggage handbags etc.; saddlery & harness";41.216041564941406
ETH;"Luggage handbags etc.; saddlery & harness";27.60444450378418
FIN;"Luggage handbags etc.; saddlery & harness";176.42776489257812
FJI;"Luggage handbags etc.; saddlery & harness";8.114290237426758
FLK;"Luggage handbags etc.; saddlery & harness";0.04694800078868866
FRA;"Luggage handbags etc.; saddlery & harness";5094.60302734375
FRE;"Luggage handbags etc.; saddlery & harness";0.9951750040054321
FRO;"Luggage handbags etc.; saddlery & harness";0.9406000375747681
FSM;"Luggage handbags etc.; saddlery & harness";0.37091296911239624
GAB;"Luggage handbags etc.; saddlery & harness";9.214584350585938
GBR;"Luggage handbags etc.; saddlery & harness";3287.770263671875
GEO;"Luggage handbags etc.; saddlery & harness";24.321823120117188
GHA;"Luggage handbags etc.; saddlery & harness";28.222566604614258
GIB;"Luggage handbags etc.; saddlery & harness";1.5730091333389282
GIN;"Luggage handbags etc.; saddlery & harness";33.18245315551758
GMB;"Luggage handbags etc.; saddlery & harness";2.5714850425720215
GNB;"Luggage handbags etc.; saddlery & harness";0.7845149636268616
GNQ;"Luggage handbags etc.; saddlery & harness";1.5921649932861328
GRC;"Luggage handbags etc.; saddlery & harness";385.65093994140625
GRD;"Luggage handbags etc.; saddlery & harness";1.2162868976593018
GRL;"Luggage handbags etc.; saddlery & harness";1.0830711126327515
GTM;"Luggage handbags etc.; saddlery & harness";58.20423889160156
GUM;"Luggage handbags etc.; saddlery & harness";18.145795822143555
GUY;"Luggage handbags etc.; saddlery & harness";3.50449538230896
HKG;"Luggage handbags etc.; saddlery & harness";3113.197998046875
HMD;"Luggage handbags etc.; saddlery & harness";0.06870199739933014
HND;"Luggage handbags etc.; saddlery & harness";14.919755935668945
HRV;"Luggage handbags etc.; saddlery & harness";122.74331665039062
HTI;"Luggage handbags etc.; saddlery & harness";7.1339111328125
HUN;"Luggage handbags etc.; saddlery & harness";276.2494812011719
IDN;"Luggage handbags etc.; saddlery & harness";480.773681640625
IND;"Luggage handbags etc.; saddlery & harness";453.00982666015625
IOT;"Luggage handbags etc.; saddlery & harness";0.0
IRL;"Luggage handbags etc.; saddlery & harness";267.34442138671875
IRN;"Luggage handbags etc.; saddlery & harness";31.46814727783203
IRQ;"Luggage handbags etc.; saddlery & harness";167.14080810546875
ISL;"Luggage handbags etc.; saddlery & harness";21.056785583496094
ISR;"Luggage handbags etc.; saddlery & harness";256.3233642578125
ITA;"Luggage handbags etc.; saddlery & harness";3911.9052734375
JAM;"Luggage handbags etc.; saddlery & harness";7.706653594970703
JOR;"Luggage handbags etc.; saddlery & harness";30.896411895751953
JPN;"Luggage handbags etc.; saddlery & harness";5534.9794921875
KAZ;"Luggage handbags etc.; saddlery & harness";137.43768310546875
KEN;"Luggage handbags etc.; saddlery & harness";20.55817985534668
KGZ;"Luggage handbags etc.; saddlery & harness";21.453060150146484
KHM;"Luggage handbags etc.; saddlery & harness";27.941240310668945
KIR;"Luggage handbags etc.; saddlery & harness";0.31205400824546814
KNA;"Luggage handbags etc.; saddlery & harness";0.49941301345825195
KOR;"Luggage handbags etc.; saddlery & harness";4001.3046875
KWT;"Luggage handbags etc.; saddlery & harness";304.8813171386719
LAO;"Luggage handbags etc.; saddlery & harness";15.198334693908691
LBN;"Luggage handbags etc.; saddlery & harness";30.361637115478516
LBR;"Luggage handbags etc.; saddlery & harness";6.7912797927856445
LBY;"Luggage handbags etc.; saddlery & harness";44.53749465942383
LCA;"Luggage handbags etc.; saddlery & harness";0.7664310336112976
LIE;"Luggage handbags etc.; saddlery & harness";0.0
LKA;"Luggage handbags etc.; saddlery & harness";3.3471109867095947
LSO;"Luggage handbags etc.; saddlery & harness";2.2881150245666504
LTU;"Luggage handbags etc.; saddlery & harness";74.92188262939453
LUX;"Luggage handbags etc.; saddlery & harness";60.458248138427734
LVA;"Luggage handbags etc.; saddlery & harness";50.083866119384766
MAC;"Luggage handbags etc.; saddlery & harness";1344.2183837890625
MAR;"Luggage handbags etc.; saddlery & harness";154.62257385253906
MDA;"Luggage handbags etc.; saddlery & harness";40.08224868774414
MDG;"Luggage handbags etc.; saddlery & harness";9.522683143615723
MDV;"Luggage handbags etc.; saddlery & harness";6.554202079772949
MEX;"Luggage handbags etc.; saddlery & harness";1039.615234375
MHL;"Luggage handbags etc.; saddlery & harness";0.1909940093755722
MKD;"Luggage handbags etc.; saddlery & harness";55.15376281738281
MLI;"Luggage handbags etc.; saddlery & harness";1.9600931406021118
MLT;"Luggage handbags etc.; saddlery & harness";26.52131462097168
MMR;"Luggage handbags etc.; saddlery & harness";40.324134826660156
MNE;"Luggage handbags etc.; saddlery & harness";11.879730224609375
MNG;"Luggage handbags etc.; saddlery & harness";7.263654708862305
MNP;"Luggage handbags etc.; saddlery & harness";2.03397798538208
MOZ;"Luggage handbags etc.; saddlery & harness";12.356884002685547
MRT;"Luggage handbags etc.; saddlery & harness";4.424678802490234
MSR;"Luggage handbags etc.; saddlery & harness";0.0852850005030632
MUS;"Luggage handbags etc.; saddlery & harness";19.180734634399414
MWI;"Luggage handbags etc.; saddlery & harness";1.1100590229034424
MYS;"Luggage handbags etc.; saddlery & harness";597.308349609375
NAM;"Luggage handbags etc.; saddlery & harness";12.415034294128418
NCL;"Luggage handbags etc.; saddlery & harness";5.795337200164795
NER;"Luggage handbags etc.; saddlery & harness";1.2114250659942627
NFK;"Luggage handbags etc.; saddlery & harness";0.03272299841046333
NGA;"Luggage handbags etc.; saddlery & harness";27.82326316833496
NIC;"Luggage handbags etc.; saddlery & harness";57.01544189453125
NIU;"Luggage handbags etc.; saddlery & harness";0.003106999909505248
NLD;"Luggage handbags etc.; saddlery & harness";2067.1298828125
NOR;"Luggage handbags etc.; saddlery & harness";324.5158386230469
NPL;"Luggage handbags etc.; saddlery & harness";13.78426742553711
NRU;"Luggage handbags etc.; saddlery & harness";0.04212399944663048
NZL;"Luggage handbags etc.; saddlery & harness";213.81765747070312
OMN;"Luggage handbags etc.; saddlery & harness";39.85540771484375
PAK;"Luggage handbags etc.; saddlery & harness";19.31376838684082
PAN;"Luggage handbags etc.; saddlery & harness";64.69116973876953
PCN;"Luggage handbags etc.; saddlery & harness";0.0
PER;"Luggage handbags etc.; saddlery & harness";176.43960571289062
PHL;"Luggage handbags etc.; saddlery & harness";307.5588684082031
PLW;"Luggage handbags etc.; saddlery & harness";0.23594200611114502
PNG;"Luggage handbags etc.; saddlery & harness";19.198640823364258
POL;"Luggage handbags etc.; saddlery & harness";1108.8287353515625
PRK;"Luggage handbags etc.; saddlery & harness";0.7254320383071899
PRT;"Luggage handbags etc.; saddlery & harness";494.634033203125
PRY;"Luggage handbags etc.; saddlery & harness";29.49076271057129
PSE;"Luggage handbags etc.; saddlery & harness";11.381103515625
PYF;"Luggage handbags etc.; saddlery & harness";7.121171951293945
QAT;"Luggage handbags etc.; saddlery & harness";281.98223876953125
ROU;"Luggage handbags etc.; saddlery & harness";479.090576171875
RUS;"Luggage handbags etc.; saddlery & harness";990.083251953125
RWA;"Luggage handbags etc.; saddlery & harness";8.468436241149902
SAU;"Luggage handbags etc.; saddlery & harness";1013.5992431640625
SDN;"Luggage handbags etc.; saddlery & harness";50.454376220703125
SEN;"Luggage handbags etc.; saddlery & harness";10.63653564453125
SGP;"Luggage handbags etc.; saddlery & harness";2373.517822265625
SGS;"Luggage handbags etc.; saddlery & harness";0.0
SHN;"Luggage handbags etc.; saddlery & harness";0.02671399898827076
SLB;"Luggage handbags etc.; saddlery & harness";1.2251969575881958
SLE;"Luggage handbags etc.; saddlery & harness";8.115172386169434
SLV;"Luggage handbags etc.; saddlery & harness";30.14512062072754
SMR;"Luggage handbags etc.; saddlery & harness";0.609827995300293
SOM;"Luggage handbags etc.; saddlery & harness";8.571341514587402
SPM;"Luggage handbags etc.; saddlery & harness";0.053682997822761536
SRB;"Luggage handbags etc.; saddlery & harness";89.69032287597656
SSD;"Luggage handbags etc.; saddlery & harness";1.4116979837417603
STP;"Luggage handbags etc.; saddlery & harness";0.3357040286064148
SUR;"Luggage handbags etc.; saddlery & harness";0.9305720329284668
SVK;"Luggage handbags etc.; saddlery & harness";155.33663940429688
SVN;"Luggage handbags etc.; saddlery & harness";83.28106689453125
SWE;"Luggage handbags etc.; saddlery & harness";506.6011657714844
SWZ;"Luggage handbags etc.; saddlery & harness";3.2591910362243652
SXM;"Luggage handbags etc.; saddlery & harness";1.9045300483703613
SYC;"Luggage handbags etc.; saddlery & harness";2.129135847091675
SYR;"Luggage handbags etc.; saddlery & harness";2.0746469497680664
TCA;"Luggage handbags etc.; saddlery & harness";0.8255569934844971
TCD;"Luggage handbags etc.; saddlery & harness";0.5484780073165894
TGO;"Luggage handbags etc.; saddlery & harness";12.52725887298584
THA;"Luggage handbags etc.; saddlery & harness";948.985595703125
TJK;"Luggage handbags etc.; saddlery & harness";2.4123501777648926
TKL;"Luggage handbags etc.; saddlery & harness";0.0
TKM;"Luggage handbags etc.; saddlery & harness";6.3514628410339355
TLS;"Luggage handbags etc.; saddlery & harness";2.1502339839935303
TON;"Luggage handbags etc.; saddlery & harness";0.4617069959640503
TTO;"Luggage handbags etc.; saddlery & harness";7.921341896057129
TUN;"Luggage handbags etc.; saddlery & harness";24.840587615966797
TUR;"Luggage handbags etc.; saddlery & harness";457.95245361328125
TUV;"Luggage handbags etc.; saddlery & harness";0.18436600267887115
TWN;"Luggage handbags etc.; saddlery & harness";1073.648681640625
TZA;"Luggage handbags etc.; saddlery & harness";19.43231201171875
UGA;"Luggage handbags etc.; saddlery & harness";12.238834381103516
UKR;"Luggage handbags etc.; saddlery & harness";127.87797546386719
UMI;"Luggage handbags etc.; saddlery & harness";0.044064000248909
URY;"Luggage handbags etc.; saddlery & harness";26.83275604248047
USA;"Luggage handbags etc.; saddlery & harness";15975.8564453125
UZB;"Luggage handbags etc.; saddlery & harness";13.800985336303711
VAT;"Luggage handbags etc.; saddlery & harness";0.01776299998164177
VCT;"Luggage handbags etc.; saddlery & harness";0.34624797105789185
VEN;"Luggage handbags etc.; saddlery & harness";33.036590576171875
VGB;"Luggage handbags etc.; saddlery & harness";0.5221090316772461
VNM;"Luggage handbags etc.; saddlery & harness";354.17266845703125
VUT;"Luggage handbags etc.; saddlery & harness";2.2636959552764893
WLF;"Luggage handbags etc.; saddlery & harness";0.049209002405405045
WSM;"Luggage handbags etc.; saddlery & harness";1.1913999319076538
YEM;"Luggage handbags etc.; saddlery & harness";46.86288070678711
ZAF;"Luggage handbags etc.; saddlery & harness";230.49331665039062
ZMB;"Luggage handbags etc.; saddlery & harness";4.396784782409668
ZWE;"Luggage handbags etc.; saddlery & harness";0.9608149528503418
ABW;Macaroni noodles & similar products;3.487494945526123
AFG;Macaroni noodles & similar products;6.998046875
AGO;Macaroni noodles & similar products;8.877909660339355
AIA;Macaroni noodles & similar products;0.04367499798536301
ALB;Macaroni noodles & similar products;2.050238847732544
AND;Macaroni noodles & similar products;1.9804669618606567
ARE;Macaroni noodles & similar products;149.8460693359375
ARG;Macaroni noodles & similar products;8.757667541503906
ARM;Macaroni noodles & similar products;12.83243465423584
ASM;Macaroni noodles & similar products;1.9812169075012207
ATA;Macaroni noodles & similar products;0.000957000011112541
ATF;Macaroni noodles & similar products;0.0
ATG;Macaroni noodles & similar products;2.005470037460327
AUS;Macaroni noodles & similar products;388.3880615234375
